2021-05-27 10:18:10,108 INFO  Logger.cs: 70 - 
2021-05-27 10:22:40,632 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-05-27 10:22:40,632 INFO  ExportHelperExtension.cs: 1167 - 2 components to check
2021-05-27 10:22:40,632 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from base_link-1
2021-05-27 10:22:40,632 INFO  ExportHelperExtension.cs: 1142 - Found 27 in base_link-1
2021-05-27 10:22:40,633 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in base_link-1
2021-05-27 10:22:40,633 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from link_1-1
2021-05-27 10:22:40,633 INFO  ExportHelperExtension.cs: 1142 - Found 32 in link_1-1
2021-05-27 10:22:40,633 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in link_1-1
2021-05-27 10:22:40,754 INFO  SwAddin.cs: 316 - Loading config tree
2021-05-27 10:22:40,758 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2021-05-27 10:22:40,761 INFO  SwAddin.cs: 321 - Showing property manager
2021-05-27 10:22:44,424 INFO  ExportPropertyManager.cs: 1178 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-05-27 10:23:01,625 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2021-05-27 10:23:03,527 INFO  ExportHelperExtension.cs: 338 - Creating joint link_1
2021-05-27 10:23:03,532 INFO  ExportHelperExtension.cs: 1409 - Fixing components for base_link
2021-05-27 10:23:03,532 INFO  ExportHelperExtension.cs: 1414 - Fixing 24
2021-05-27 10:23:03,622 INFO  : 0 - R1: 1, System.__ComObject, 1, System.Double[]
2021-05-27 10:23:03,624 INFO  ExportHelperExtension.cs: 844 - R2: 0, 0
2021-05-27 10:23:03,624 INFO  ExportHelperExtension.cs: 852 - L1: 0
2021-05-27 10:23:03,624 INFO  ExportHelperExtension.cs: 860 - L2: 0
2021-05-27 10:23:03,645 INFO  ExportHelperExtension.cs: 1364 - Unfixing component 24
2021-05-27 10:23:04,871 WARN  ExportHelperExtension.cs: 342 - Creating joint from parent base_link to child link_1 failed
2021-05-27 10:23:05,308 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from one_link_robot.SLDASM
2021-05-27 10:23:05,311 INFO  ExportHelperExtension.cs: 1142 - Found 34 in one_link_robot.SLDASM
2021-05-27 10:23:05,311 INFO  ExportHelperExtension.cs: 1152 - Found 4 features of type [CoordSys] in one_link_robot.SLDASM
2021-05-27 10:23:05,311 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-05-27 10:23:05,312 INFO  ExportHelperExtension.cs: 1167 - 2 components to check
2021-05-27 10:23:05,312 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from base_link-1
2021-05-27 10:23:05,312 INFO  ExportHelperExtension.cs: 1142 - Found 27 in base_link-1
2021-05-27 10:23:05,312 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in base_link-1
2021-05-27 10:23:05,313 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from link_1-1
2021-05-27 10:23:05,313 INFO  ExportHelperExtension.cs: 1142 - Found 32 in link_1-1
2021-05-27 10:23:05,313 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in link_1-1
2021-05-27 10:23:05,314 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from one_link_robot.SLDASM
2021-05-27 10:23:05,314 INFO  ExportHelperExtension.cs: 1142 - Found 34 in one_link_robot.SLDASM
2021-05-27 10:23:05,314 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [RefAxis] in one_link_robot.SLDASM
2021-05-27 10:23:05,314 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-05-27 10:23:05,315 INFO  ExportHelperExtension.cs: 1167 - 2 components to check
2021-05-27 10:23:05,315 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from base_link-1
2021-05-27 10:23:05,315 INFO  ExportHelperExtension.cs: 1142 - Found 27 in base_link-1
2021-05-27 10:23:05,315 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in base_link-1
2021-05-27 10:23:05,316 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from link_1-1
2021-05-27 10:23:05,316 INFO  ExportHelperExtension.cs: 1142 - Found 32 in link_1-1
2021-05-27 10:23:05,316 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in link_1-1
2021-05-27 10:23:05,354 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-05-27 10:23:24,359 INFO  AssemblyExportForm.cs: 254 - Completing URDF export
2021-05-27 10:23:24,363 INFO  Serialization.cs: 275 - URDF Configuration found
